3693,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Михеево,Дом, д.151
3694,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Школьная
3695,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Денежниково,Дом, д.6
3696,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Зои Космодемьянской
3697,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Спартак,Дом, д.21
3698,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.20
3699,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Грибоедова
3700,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коминтерна
3701,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.12
3702,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Бронницкая
3703,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Гурьева
3704,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Никитское,Дом, д.16
3705,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Шахова
3706,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Опаринская
3707,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Нащекино,Дом, д.8
3708,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Свердлова
3709,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Кирова
3710,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Десантная
3711,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Грибоедова
3712,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Чкалова
3713,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Коммунистическая
3714,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ш. Северное
3715,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Вохринка,Дом, д.91
3716,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.6
3717,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Молодежная
3718,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Шоссейная
3719,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово,микрорайон, г. в/ч 61996 в/411
3720,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Электроизолятор,Дом, д.ПОДСТАНЦИИ
3721,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Малышево,Улица, д.
3722,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Крымская
3723,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ш. Северное
3724,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Новая
3725,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Лучистая
3726,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Лучистая
3727,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Центральная
3728,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Лучистая
3729,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово,микрорайон, г. в/ч 61996 в/411
3730,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Раменской агрохимстанции (РАОС),Дом, д.8
3731,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.10
3732,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Ивановка,Дом, д.56
3733,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Раменской агрохимстанции (РАОС),Дом, д.13
3734,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Нестерово,Улица, ул. Советская
3735,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Тимонино,Дом, д.124
3736,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Раменской агрохимстанции (РАОС),Дом, д.12
3737,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.24
3738,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Шоссейная
3739,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Ивановка,Дом, д.64
3740,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Раменской агрохимстанции (РАОС),Дом, д.11
3741,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Ивановка,Дом, д.58
3742,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3743,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Шоссейная
3744,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.7
3745,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.28
3746,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Мира
3747,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3748,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Литвиново,Дом, д.102а
3749,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.14
3750,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Мира
3751,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Донино,Дом, д.1
3752,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пос. Красный Октябрь
3753,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Серова
3754,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Серова
3755,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.7 к.3
3756,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Овражная
3757,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Литвиново,Дом, д.30
3758,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пос. Красный Октябрь
3759,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Рыбаки,Улица, ул. Садовая
3760,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.1
3761,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Литвиново,Дом, д.31
3762,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.4
3763,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Центральная
3764,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Октябрьская
3765,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.9
3766,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Рыбаки,Улица, ул. Садовая
3767,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Рыбаки,Улица, ул. Садовая
3768,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.7 к.1
3769,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Космонавтов
3770,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.29
3771,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3772,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.26
3773,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Донино,Дом, д.3
3774,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Школьная
3775,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Спартак,Дом, д.1
3776,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.9
3777,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Чугунова
3778,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Серова
3779,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Горького
3780,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Лучистая
3781,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Литвиново,Дом, д.32
3782,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Старомосковская
3783,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Никоновское,Улица, ул. Речная
3784,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Опаринская
3785,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Ульянино,Дом, д.179
3786,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Заворово,Дом, д.7
3787,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово (Кратово),Дом, д.125
3788,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Новая
3789,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Заворово,Дом, д.12
3790,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.15/4
3791,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.20 к.2
3792,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.19 к.1
3793,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.19 к.2
3794,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Малышево,Дом, д.1
3795,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.20 к.1
3796,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.3
3797,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Северная
3798,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Зюзино,Дом, д.4
3799,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Зюзино,Дом, д.3
3800,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово (Кратово),Дом, д.123
3801,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Воровского
3802,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Воровского
3803,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Верея,Дом, д.303
3804,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Новостройки
3805,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.14д/2
3806,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.15/3
3807,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.15/2
3808,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.15/1
3809,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.10/2
3810,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3811,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3812,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Мира
3813,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Шоссейная
3814,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.17
3815,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Зюзино,Дом, д.2
3816,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Москворецкая
3817,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, пос. Красный Октябрь
3818,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3819,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Рыбаки,Улица, ул. Садовая
3820,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Рыбаки,Улица, ул. Садовая
3821,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Тимонино,Дом, д.125
3822,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.30
3823,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Раменской агрохимстанции (РАОС),Дом, д.5
3824,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Левашова
3825,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Раменской агрохимстанции (РАОС),Дом, д.7
3826,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Раменской агрохимстанции (РАОС),Дом, д.6
3827,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Раменской агрохимстанции (РАОС),Дом, д.10
3828,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Тимонино,Дом, д.123
3829,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.10/1
3830,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Никулино,Дом, д.1
3831,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.9
3832,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.16
3833,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.14
3834,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.15
3835,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Первомайская
3836,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово (Кратово),Дом, д.27
3837,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово (Кратово),Дом, д.28
3838,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово (Кратово),Дом, д.29
3839,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Баулинская
3840,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Космонавтов
3841,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ш. Северное
3842,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3843,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Мира
3844,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Раменской агрохимстанции (РАОС),Дом, д.14
3845,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово,микрорайон, г. в/ч 61996 в/411
3846,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово,микрорайон, г. в/ч 61996 в/411
3847,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово,микрорайон, г. в/ч 61996 в/411
3848,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Свободы
3849,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3850,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.19
3851,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.18
3852,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Рыболово,Дом, д.173а
3853,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. санатория ""Раменское""",Дом, д.3
3854,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3855,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Горячева
3856,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Литвиново,Дом, д.102б
3857,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.1
3858,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.22
3859,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Быково,Улица, ул. Полевая
3860,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.25
3861,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.7 к.2
3862,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.10
3863,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Константиново,Дом, д.1 к.1
3864,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Овражная
3865,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.5
3866,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Новая
3867,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.3
3868,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Новая
3869,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Новая
3870,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Новая
3871,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. санатория ""Раменское""",Дом, д.1
3872,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Овражная
3873,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Антоново,Улица, Учителей
3874,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Антоново,Улица, Животноводов
3875,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Антоново,Улица, Животноводов
3876,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.2
3877,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.12
3878,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Антоново,Улица, Дом завода Электроизолятор
3879,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Антоново,Улица, Дом завода Электроизолятор
3880,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Баулинская
3881,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Чкалова
3882,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Удельная,Улица, ул. Полевая
3883,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. станции Бронницы,Улица, ул. Лесная
3884,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Высоковольтная
3885,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.14д/1
3886,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Дом, д.14д
3887,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3888,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3889,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3890,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3891,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Чкалова
3892,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3893,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Шоссейная
3894,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Шоссейная
3895,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Центральная
3896,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. Рылеево,Дом, д.2
3897,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Шоссейная
3898,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Раменское""",Улица, ул. Шоссейная
3899,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3900,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово (Кратово),Дом, д.126
3901,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Подмосковная
3902,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Москворецкая
3903,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Красноармейская
3904,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Прямолинейная
3905,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, с. Софьино,Улица, ул. Овражная
3906,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, дп. Кратово,Улица, ул. Старомосковская
3907,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Наты Бабушкиной
3908,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Наты Бабушкиной
3909,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Наты Бабушкиной
3910,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Наты Бабушкиной
3911,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Наты Бабушкиной
3912,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Наты Бабушкиной
3913,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Наты Бабушкиной
3914,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Наты Бабушкиной
3915,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Наты Бабушкиной
3916,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Литвиново,Дом, д.29а
3917,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Опаринская
3918,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт," п. совхоза ""Красковский""",Дом, д.11
3919,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Чугунова
3920,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, п. им. Тельмана,Дом, д.27
3921,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Космонавтов
3922,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3923,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Рыбаки,Улица, ул. Садовая
3924,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Захарово,микрорайон, г. в/ч 61996 в/411
3925,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Лучистая
3926,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Крымская
3927,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Баулинская
3928,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Баулинская
3929,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Баулинская
3930,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Баулинская
3931,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д. Островцы,Улица, ул. Баулинская
3932,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, рп. Ильинский,Улица, ул. Московская
3933,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Михалевича
3934,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, г. Раменское,Улица, ул. Чугунова
3935,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д.п. Дуб,Дом, и1
3936,Область,Московская обл.,МР/Г.О., Раменский р-н,Населенный пункт, д.п. Дуб,Дом, и2
