Полный адрес,Сегмент 1,Значение ,Сегмент 2,Значение,Сегмент 2,Значение ,Сегмент 3,Значение,Сегмент 4,Значение,Сегмент 5,Значение
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.14",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.14,,
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.16",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.16,,
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.18",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.18,,
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.20б",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.20б,,
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.22а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.22а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.76",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.76,,
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.78",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.78,,
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.82",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.82,,
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.84",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.84,,
"Московская обл., Богородский МР, г. Ногинск, ул. Комсомольская,  д.86",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Комсомольская,Дом, д.86,,
"Московская обл., Богородский МР, г. Ногинск, пос. Коверши,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Микрорайон,пос. Коверши,Дом, д.1,,
"Московская обл., Богородский МР, г. Ногинск, пос. Коверши,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Микрорайон,пос. Коверши,Дом, д.2,,
"Московская обл., Богородский МР, г. Ногинск, пос. Коверши,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Микрорайон,пос. Коверши,Дом, д.3,,
"Московская обл., Богородский МР, г. Ногинск, пос. Коверши,  д.4",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Микрорайон,пос. Коверши,Дом, д.4,,
"Московская обл., Богородский МР, г. Ногинск, ул. Краснослободская,  д.1а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Краснослободская,Дом, д.1а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Краснослободская,  д.1б",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Краснослободская,Дом, д.1б,,
"Московская обл., Богородский МР, г. Ногинск, ул. Краснослободская,  д.2а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Краснослободская,Дом, д.2а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Краснослободская,  д.2б",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Краснослободская,Дом, д.2б,,
"Московская обл., Богородский МР, г. Ногинск, ул. Краснослободская,  д.4а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Краснослободская,Дом, д.4а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Краснослободская,  д.4б",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Краснослободская,Дом, д.4б,,
"Московская обл., Богородский МР, г. Ногинск, ул. Краснослободская,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Краснослободская,Дом, д.12,,
"Московская обл., Богородский МР, г. Ногинск, ул. Краснослободская,  д.13",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Краснослободская,Дом, д.13,,
"Московская обл., Богородский МР, г. Ногинск, ул. Краснослободская,  д.15",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Краснослободская,Дом, д.15,,
"Московская обл., Богородский МР, г. Ногинск, ул. Лебедевой,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Лебедевой,Дом, д.1,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ленина пл.,  д.15",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,площадь,ул. Ленина пл.,Дом, д.15,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ленточная,  д.4",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ленточная,Дом, д.4,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ленточная,  д.8",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ленточная,Дом, д.8,,
"Московская обл., Богородский МР, г. Ногинск, ул. Леснова,  д.5",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Леснова,Дом, д.5,,
"Московская обл., Богородский МР, г. Ногинск, ул. Майская,  д.37",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Майская,Дом, д.37,,
"Московская обл., Богородский МР, г. Ногинск, ул. Маяковского,  д.53",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Маяковского,Дом, д.53,,
"Московская обл., Богородский МР, г. Ногинск, ул. Магистральная,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Магистральная,Дом, д.2,,
"Московская обл., Богородский МР, г. Ногинск, ул. Мирная,  д.13",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Мирная,Дом, д.13,,
"Московская обл., Богородский МР, г. Ногинск, ул. Мирная,  д.18а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Мирная,Дом, д.18а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.1,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.2,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.2а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.2а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.3,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.6",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.6,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.7",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.7,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.8",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.8,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.9",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.9,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.10,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.12,,
"Московская обл., Богородский МР, г. Ногинск, ул. Московская,  д.14",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Московская,Дом, д.14,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.5",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.5,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.9",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.9,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.13",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.13,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.15",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.15,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.17",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.17,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.19",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.19,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.21",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.21,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.22",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.22,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.23",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.23,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.24",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.24,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.26",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.26,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.28",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.28,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.36",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.36,,
"Московская обл., Богородский МР, г. Ногинск, ул. Народная,  д.40а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Народная,Дом, д.40а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Нижегородская,  д.13",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Нижегородская,Дом, д.13,,
"Московская обл., Богородский МР, г. Ногинск, ул. Нижегородская пл.,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,площадь,ул. Нижегородская пл.,Дом, д.1,,
"Московская обл., Богородский МР, г. Ногинск, ул. Нижегородская пл.,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,площадь,ул. Нижегородская пл.,Дом, д.3,,
"Московская обл., Богородский МР, г. Ногинск, ул. Новая ,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Новая ,Дом, д.12,,
"Московская обл., Богородский МР, г. Ногинск, ул. Новоногинская,  д.15а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Новоногинская,Дом, д.15а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.85",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.85,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.85а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.85а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.85б",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.85б,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.85в",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.85в,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.85г",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.85г,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.85д",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.85д,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.85е",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.85е,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.85ж",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.85ж,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.85и",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.85и,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.89",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.89,,
"Московская обл., Богородский МР, г. Ногинск, ул. Октябрьская,  д.106",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Октябрьская,Дом, д.106,,
"Московская обл., Богородский МР, г. Ногинск, ул. Поперечная,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Поперечная,Дом, д.1,,
"Московская обл., Богородский МР, г. Ногинск, ул. Поперечная,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Поперечная,Дом, д.3,,
"Московская обл., Богородский МР, г. Ногинск, ул. Поперечная,  д.6",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Поперечная,Дом, д.6,,
"Московская обл., Богородский МР, г. Ногинск, ул. Поперечная,  д.7",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Поперечная,Дом, д.7,,
"Московская обл., Богородский МР, г. Ногинск, ул. Поперечная,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Поперечная,Дом, д.10,,
"Московская обл., Богородский МР, г. Ногинск, ул. Проточная,  д.4",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Проточная,Дом, д.4,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.2/25",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.2/25,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.10,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.12б",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.12б,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.12в",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.12в,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.29",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.29,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.45",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.45,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.45б",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.45б,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.47а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.47а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.48",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.48,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.48а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.48а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.51а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.51а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.63",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.63,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.67",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.67,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.73",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.73,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.80",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.80,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рабочая,  д.111 ",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рабочая,Дом, д.111 ,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.40",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.40,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.44",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.44,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.49",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.49,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.51",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.51,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.53",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.53,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.56",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.56,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.57",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.57,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.58",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.58,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.59",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.59,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.64",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.64,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радио,  д.66",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радио,Дом, д.66,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радченко,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радченко,Дом, д.1,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радченко,  д.9",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радченко,Дом, д.9,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радченко,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радченко,Дом, д.10,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радченко,  д.11",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радченко,Дом, д.11,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радченко,  д.12",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радченко,Дом, д.12,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радченко,  д.15",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радченко,Дом, д.15,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радченко,  д.22",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радченко,Дом, д.22,,
"Московская обл., Богородский МР, г. Ногинск, ул. Радченко,  д.22а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Радченко,Дом, д.22а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ракетная,  д.14",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ракетная,Дом, д.14,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ремесленная,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ремесленная,Дом, д.2,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ремесленная,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ремесленная,Дом, д.3,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ремесленная,  д.4",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ремесленная,Дом, д.4,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ремесленная,  д.5",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ремесленная,Дом, д.5,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ремесленная,  д.6",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ремесленная,Дом, д.6,,
"Московская обл., Богородский МР, г. Ногинск, ул. Ремесленная,  д.15",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Ремесленная,Дом, д.15,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рогожская,  д.2а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рогожская,Дом, д.2а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рогожская,  д.41",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рогожская,Дом, д.41,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рогожская,  д.131",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рогожская,Дом, д.131,,
"Московская обл., Богородский МР, г. Ногинск, ул. Рогожская,  д.133",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Рогожская,Дом, д.133,,
"Московская обл., Богородский МР, г. Ногинск, Рузинский пр-д,  д.2",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,проезд,Рузинский пр-д,Дом, д.2,,
"Московская обл., Богородский МР, г. Ногинск, Рузинский пр-д,  д.4",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,проезд,Рузинский пр-д,Дом, д.4,,
"Московская обл., Богородский МР, г. Ногинск, ул. Самодеятельная,  д.10",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Самодеятельная,Дом, д.10,,
"Московская обл., Богородский МР, г. Ногинск, ул. Самодеятельная,  д.10а",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Самодеятельная,Дом, д.10а,,
"Московская обл., Богородский МР, г. Ногинск, ул. Санаторная,  д.8",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Санаторная,Дом, д.8,,
"Московская обл., Богородский МР, г. Ногинск, ул. Санаторная,  д.18",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Санаторная,Дом, д.18,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.1",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.1,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.3",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.3,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.28",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.28,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.32",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.32,,
"Московская обл., Богородский МР, г. Ногинск, ул. Советская,  д.34",Область,Московская обл.,МР/Г.О.,Богородский МР,Населенный пункт,г. Ногинск,Улица,ул. Советская,Дом, д.34,,
