id дома,Наименование адреса,УДАЛИТЬ!,Тип (дом/бизнес-центр),Наименование сегмента,GUID
84008,"Раменский р-н, г. Раменское, рп. Ильинский, ул. Чкалова, д.1",1,МКД,"г. Жуковский, ул. Чкалова",
78889,"Раменский р-н, г. Раменское, рп. Ильинский, ул. Чкалова, д.2",1,МКД,"г. Жуковский, ул. Чкалова",
88373,"Раменский р-н, г. Раменское, рп. Ильинский, ул. Чкалова, д.2 к.1",1,МКД,"г. Жуковский, ул. Чкалова",
75131,"Раменский р-н, г. Раменское, рп. Ильинский, ул. Южная, д.17",1,МКД,"Раменский г.о., рп. Ильинский, ул. Южная",
80483,"Раменский р-н, г. Раменское, рп. Ильинский, ул. Южная, д.17а",1,МКД,"Раменский г.о., рп. Ильинский, ул. Южная",
86972,"Раменский р-н, г. Раменское, с. Игумново, ул. СПТУ-98, д.1",1,МКД,"Раменский г.о., с. Игумново, ул. СПТУ-98",
75001,"Раменский р-н, г. Раменское, с. Игумново, ул. СПТУ-98, д.2",1,МКД,"Раменский г.о., с. Игумново, ул. СПТУ-98",
77145,"Раменский р-н, г. Раменское, туп. 2-й Лесной, д.25а",1,МКД,"Раменский г.о., г. Раменское, туп. 2-й Лесной",
75263,"Раменский р-н, г. Раменское, ул. 1-я Фабричная, д.20",1,МКД,"Раменский г.о., г. Раменское, ул. 1-я Фабричная",
76167,"Раменский р-н, г. Раменское, ул. 1-я Фабричная, д.21а",1,МКД,"Раменский г.о., г. Раменское, ул. 1-я Фабричная",
79290,"Раменский р-н, г. Раменское, ул. 100-ой Свирской дивизии, д.1",1,МКД,"Раменский г.о., г. Раменское, ул. 100-ой Свирской дивизии",
88369,"Раменский р-н, г. Раменское, ул. без названия, д. 1",1,МКД,Без названия,
87888,"Раменский р-н, г. Раменское, ул. Без названия, д. 3",1,МКД,Без названия,
87102,"Раменский р-н, г. Раменское, ул. без названия, д. 4",1,МКД,"Раменский г.о., г. Раменское, ул. Красноармейская",
87947,"Раменский р-н, г. Раменское, ул. без названия, д.2",1,МКД,Без названия,
87530,"Раменский р-н, г. Раменское, ул. Бронницкая, д.11",1,МКД,"Раменский г.о., г. Раменское, ул. Бронницкая",
84955,"Раменский р-н, г. Раменское, ул. Бронницкая, д.15",1,МКД,"Раменский г.о., г. Раменское, ул. Бронницкая",
86224,"Раменский р-н, г. Раменское, ул. Бронницкая, д.25",1,МКД,"Раменский г.о., г. Раменское, ул. Бронницкая",
85604,"Раменский р-н, г. Раменское, ул. Бронницкая, д.27",1,МКД,"Раменский г.о., г. Раменское, ул. Бронницкая",
86502,"Раменский р-н, г. Раменское, ул. Бронницкая, д.29",1,МКД,"Раменский г.о., г. Раменское, ул. Бронницкая",
86644,"Раменский р-н, г. Раменское, ул. Бронницкая, д.31",1,МКД,"Раменский г.о., г. Раменское, ул. Бронницкая",
87302,"Раменский р-н, г. Раменское, ул. Воровского, д.3",1,МКД,"Раменский г.о., г. Раменское, ул. Воровского",
88368,"Раменский р-н, г. Раменское, ул. Высоковольтная, д.20",1,МКД,"Раменский г.о., г. Раменское, ул. Высоковольтная",
88304,"Раменский р-н, г. Раменское, ул. Высоковольтная, д.21",1,МКД,"Раменский г.о., г. Раменское, ул. Высоковольтная",
85099,"Раменский р-н, г. Раменское, ул. Гурьева, д.10",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
75126,"Раменский р-н, г. Раменское, ул. Гурьева, д.12/2",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
75560,"Раменский р-н, г. Раменское, ул. Гурьева, д.13/1",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
77695,"Раменский р-н, г. Раменское, ул. Гурьева, д.16/1",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
86227,"Раменский р-н, г. Раменское, ул. Гурьева, д.18",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
87079,"Раменский р-н, г. Раменское, ул. Гурьева, д.1д",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
85438,"Раменский р-н, г. Раменское, ул. Гурьева, д.2-а",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
84792,"Раменский р-н, г. Раменское, ул. Гурьева, д.25",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
84947,"Раменский р-н, г. Раменское, ул. Гурьева, д.26",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
87058,"Раменский р-н, г. Раменское, ул. Гурьева, д.2а",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
85946,"Раменский р-н, г. Раменское, ул. Гурьева, д.5",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
85089,"Раменский р-н, г. Раменское, ул. Гурьева, д.9",1,МКД,"Раменский г.о., г. Раменское, ул. Гурьева",
85003,"Раменский р-н, г. Раменское, ул. Дачная, д.23",1,МКД,"Раменский г.о., г. Раменское, ул. Дачная",
87889,"Раменский р-н, г. Раменское, ул. Дачная, д.53",1,МКД,"Раменский г.о., г. Раменское, ул. Дачная",
85060,"Раменский р-н, г. Раменское, ул. Дергаевская, д.28",1,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",
88158,"Раменский р-н, г. Раменское, ул. Дергаевская, д.30",1,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",
84978,"Раменский р-н, г. Раменское, ул. Дергаевская, д.36",1,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",
85794,"Раменский р-н, г. Раменское, ул. Дергаевская, д.8",1,МКД,"Раменский г.о., г. Раменское, ул. Дергаевская",
78647,"Раменский р-н, г. Раменское, ул. Десантная, д.11",1,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
85651,"Раменский р-н, г. Раменское, ул. Десантная, д.14",1,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
85017,"Раменский р-н, г. Раменское, ул. Десантная, д.15",1,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
85839,"Раменский р-н, г. Раменское, ул. Десантная, д.18",1,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
88186,"Раменский р-н, г. Раменское, ул. Десантная, д.24",1,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
86293,"Раменский р-н, г. Раменское, ул. Десантная, д.32а",1,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
87099,"Раменский р-н, г. Раменское, ул. Десантная, д.40",1,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
84928,"Раменский р-н, г. Раменское, ул. Десантная, д.42",1,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
86896,"Раменский р-н, г. Раменское, ул. Десантная, д.52",1,МКД,"Раменский г.о., г. Раменское, ул. Десантная",
76583,"Раменский р-н, г. Раменское, ул. Жуковского, д.11",1,МКД,"г. Жуковский, ул. Жуковского",
74832,"Раменский р-н, г. Раменское, ул. Жуковского, д.17",1,МКД,"г. Жуковский, ул. Жуковского",
79779,"Раменский р-н, г. Раменское, ул. Жуковского, д.22",1,МКД,"г. Жуковский, ул. Жуковского",
84769,"Раменский р-н, г. Раменское, ул. Жуковского, д.25",1,МКД,"г. Жуковский, ул. Жуковского",
86135,"Раменский р-н, г. Раменское, ул. Зои Космодемьянской, д.22",1,МКД,"Раменский г.о., г. Раменское, ул. Зои Космодемьянской",
79740,"Раменский р-н, г. Раменское, ул. Зои Космодемьянской, д.24",1,МКД,"Раменский г.о., г. Раменское, ул. Зои Космодемьянской",
81312,"Раменский р-н, г. Раменское, ул. Зои Космодемьянской, д.26",1,МКД,"Раменский г.о., г. Раменское, ул. Зои Космодемьянской",
79981,"Раменский р-н, г. Раменское, ул. Интернациональная, д.20",1,МКД,"Раменский г.о., дп. Кратово, ул. Интернациональная",
82870,"Раменский р-н, г. Раменское, ул. Казанская, д.35",1,МКД,"Раменский г.о., г. Раменское, ул. Казанская",
86815,"Раменский р-н, г. Раменское, ул. Карла Маркса, д.4",1,МКД,"Раменский г.о., г. Раменское, ул. Карла Маркса",
86284,"Раменский р-н, г. Раменское, ул. Кирова, д.1",1,МКД,"г. Жуковский, ул. Кирова",
87205,"Раменский р-н, г. Раменское, ул. Кирова, д.20",1,МКД,"г. Жуковский, ул. Кирова",
85471,"Раменский р-н, г. Раменское, ул. Кирова, д.30/7",1,МКД,"г. Жуковский, ул. Кирова",
86616,"Раменский р-н, г. Раменское, ул. Кирова, д.5а",1,МКД,"г. Жуковский, ул. Кирова",
78559,"Раменский р-н, г. Раменское, ул. Коминтерна, д.11а",1,МКД,"г. Жуковский, ул. Коминтерна",
86196,"Раменский р-н, г. Раменское, ул. Коминтерна, д.15",1,МКД,"г. Жуковский, ул. Коминтерна",
84996,"Раменский р-н, г. Раменское, ул. Коминтерна, д.25",1,МКД,"г. Жуковский, ул. Коминтерна",
84459,"Раменский р-н, г. Раменское, ул. Коминтерна, д.33",1,МКД,"г. Жуковский, ул. Коминтерна",
86696,"Раменский р-н, г. Раменское, ул. Коминтерна, д.35",1,МКД,"г. Жуковский, ул. Коминтерна",
77424,"Раменский р-н, г. Раменское, ул. Коммунальная, д.40/1",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунальная",
86931,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.12",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
80339,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.15а",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
85905,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.17",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
84692,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.18а",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
87575,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.20",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
85428,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.22",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
86553,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.24",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
86318,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.25",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
85768,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.28",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
85725,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.3",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
86748,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.33",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
88227,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.35",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
86028,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.36",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
87773,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.7",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
86542,"Раменский р-н, г. Раменское, ул. Коммунистическая, д.8",1,МКД,"Раменский г.о., г. Раменское, ул. Коммунистическая",
87006,"Раменский р-н, г. Раменское, ул. Королева, д.31",1,МКД,"г. Жуковский, ул. Королева",
84435,"Раменский р-н, г. Раменское, ул. Королева, д.33",1,МКД,"г. Жуковский, ул. Королева",
85111,"Раменский р-н, г. Раменское, ул. Королева, д.34",1,МКД,"г. Жуковский, ул. Королева",
86924,"Раменский р-н, г. Раменское, ул. Королева, д.36",1,МКД,"г. Жуковский, ул. Королева",
85970,"Раменский р-н, г. Раменское, ул. Королева, д.37",1,МКД,"г. Жуковский, ул. Королева",
84924,"Раменский р-н, г. Раменское, ул. Космонавтов, д.1",1,МКД,"Раменский г.о., г. Раменское, ул. Космонавтов",
84650,"Раменский р-н, г. Раменское, ул. Космонавтов, д.19",1,МКД,"Раменский г.о., г. Раменское, ул. Космонавтов",
88429,"Раменский р-н, г. Раменское, ул. Космонавтов, д.20/3",1,МКД,"Раменский г.о., г. Раменское, ул. Космонавтов",
85034,"Раменский р-н, г. Раменское, ул. Космонавтов, д.21",1,МКД,"Раменский г.о., г. Раменское, ул. Космонавтов",
87786,"Раменский р-н, г. Раменское, ул. Космонавтов, д.26",1,МКД,"Раменский г.о., г. Раменское, ул. Космонавтов",
87327,"Раменский р-н, г. Раменское, ул. Космонавтов, д.28",1,МКД,"Раменский г.о., г. Раменское, ул. Космонавтов",
84609,"Раменский р-н, г. Раменское, ул. Космонавтов, д.38",1,МКД,"Раменский г.о., г. Раменское, ул. Космонавтов",
88288,"Раменский р-н, г. Раменское, ул. Космонавтов, д.7",1,МКД,"Раменский г.о., г. Раменское, ул. Космонавтов",
85493,"Раменский р-н, г. Раменское, ул. Красная, д.17",1,МКД,"Раменский г.о., г. Раменское, ул. Красная",
87503,"Раменский р-н, г. Раменское, ул. Красная, д.23",1,МКД,"Раменский г.о., г. Раменское, ул. Красная",
88224,"Раменский р-н, г. Раменское, ул. Красноармейская, д.11",1,МКД,"Раменский г.о., г. Раменское, ул. Красноармейская",
87389,"Раменский р-н, г. Раменское, ул. Красноармейская, д.14",1,МКД,"Раменский г.о., г. Раменское, ул. Красноармейская",
87457,"Раменский р-н, г. Раменское, ул. Красноармейская, д.24",1,МКД,"Раменский г.о., г. Раменское, ул. Красноармейская",
87598,"Раменский р-н, г. Раменское, ул. Красноармейская, д.26",1,МКД,"Раменский г.о., г. Раменское, ул. Красноармейская",
88253,"Раменский р-н, г. Раменское, ул. Красноармейская, д.5",1,МКД,"Раменский г.о., г. Раменское, ул. Красноармейская",
84838,"Раменский р-н, г. Раменское, ул. Красноармейская, д.7",1,МКД,"Раменский г.о., г. Раменское, ул. Красноармейская",
78676,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.10",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
75048,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.11",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
84730,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.15",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
84686,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.16",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
87807,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.17",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
74842,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.18",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
78547,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.19",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
77571,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.20",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
85127,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.21",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
86037,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.22",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
82703,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.23",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
86423,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.24",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
80803,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.25",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
83810,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.26",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
81489,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.27",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
78606,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.28",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
78076,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.29",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
80375,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.3",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
85704,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.30",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
84561,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.31",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
78595,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.32",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
79011,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.34",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
75552,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.35",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
88370,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.35б",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
84440,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.36",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
87910,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.39",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
86411,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.4",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
79075,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.40",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
79201,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.41",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
78201,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.43",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
78582,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.43а",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
86637,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.44",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
75037,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.45",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
78360,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.46",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
75360,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.47",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
81636,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.47а",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
88221,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.48",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
83457,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.49",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
84028,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.5",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
87909,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.50",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
79572,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.51",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
77006,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.52",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
84763,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.6",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
81328,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.7",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
82777,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.8",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
88317,"Раменский р-н, г. Раменское, ул. Красный Октябрь, д.9",1,МКД,"Раменский г.о., г. Раменское, ул. Красный Октябрь",
88381,"Раменский р-н, г. Раменское, ул. Крымская, д.1а",1,МКД,"Раменский г.о., г. Раменское, ул. Крымская",
84621,"Раменский р-н, г. Раменское, ул. Крымская, д.2",1,МКД,"Раменский г.о., г. Раменское, ул. Крымская",
86916,"Раменский р-н, г. Раменское, ул. Крымская, д.3",1,МКД,"Раменский г.о., г. Раменское, ул. Крымская",
90612,"Раменский р-н, г. Раменское, ул. Крымская, д.8",1,МКД,"Раменский г.о., г. Раменское, ул. Крымская",
90585,"Раменский р-н, г. Раменское, ул. Крымская, д.9",1,МКД,"Раменский г.о., г. Раменское, ул. Крымская",
80552,"Раменский р-н, г. Раменское, ул. Куйбышева, д.10",1,МКД,"Раменский г.о., г. Раменское, ул. Куйбышева",
83131,"Раменский р-н, г. Раменское, ул. Куйбышева, д.12",1,МКД,"Раменский г.о., г. Раменское, ул. Куйбышева",
85291,"Раменский р-н, г. Раменское, ул. Куйбышева, д.17",1,МКД,"Раменский г.о., г. Раменское, ул. Куйбышева",
86097,"Раменский р-н, г. Раменское, ул. Куйбышева, д.18",1,МКД,"Раменский г.о., г. Раменское, ул. Куйбышева",
79003,"Раменский р-н, г. Раменское, ул. Куйбышева, д.31",1,МКД,"Раменский г.о., г. Раменское, ул. Куйбышева",
84753,"Раменский р-н, г. Раменское, ул. Левашова, д.27",1,МКД,"Раменский г.о., г. Раменское, ул. Левашова",
87564,"Раменский р-н, г. Раменское, ул. Левашова, д.29",1,МКД,"Раменский г.о., г. Раменское, ул. Левашова",
84930,"Раменский р-н, г. Раменское, ул. Левашова, д.33",1,МКД,"Раменский г.о., г. Раменское, ул. Левашова",
87406,"Раменский р-н, г. Раменское, ул. Лесная, д.21",1,МКД,"г. Жуковский, ул. Лесная",
87346,"Раменский р-н, г. Раменское, ул. Лесная, д.25",1,МКД,"г. Жуковский, ул. Лесная",
86014,"Раменский р-н, г. Раменское, ул. Лесная, д.25а",1,МКД,"г. Жуковский, ул. Лесная",
86162,"Раменский р-н, г. Раменское, ул. Мира, д.3",1,МКД,"Раменский г.о., г. Раменское, ул. Мира",
87608,"Раменский р-н, г. Раменское, ул. Мира, д.5",1,МКД,"Раменский г.о., г. Раменское, ул. Мира",
85416,"Раменский р-н, г. Раменское, ул. Мира, д.6",1,МКД,"Раменский г.о., г. Раменское, ул. Мира",
84585,"Раменский р-н, г. Раменское, ул. Михалевича, д.11б",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
76165,"Раменский р-н, г. Раменское, ул. Михалевича, д.12",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
81298,"Раменский р-н, г. Раменское, ул. Михалевича, д.16 к.1",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
88433,"Раменский р-н, г. Раменское, ул. Михалевича, д.18/1",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
88437,"Раменский р-н, г. Раменское, ул. Михалевича, д.18/2",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
85861,"Раменский р-н, г. Раменское, ул. Михалевича, д.26",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
88000,"Раменский р-н, г. Раменское, ул. Михалевича, д.46",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
87134,"Раменский р-н, г. Раменское, ул. Михалевича, д.56",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
78400,"Раменский р-н, г. Раменское, ул. Михалевича, д.60 к.1",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
75080,"Раменский р-н, г. Раменское, ул. Михалевича, д.66",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
88409,"Раменский р-н, г. Раменское, ул. Михалевича, д.8а",1,МКД,"Раменский г.о., г. Раменское, ул. Михалевича",
85875,"Раменский р-н, г. Раменское, ул. Мичурина, д.13",1,МКД,"г. Жуковский, ул. Мичурина",
86343,"Раменский р-н, г. Раменское, ул. Молодежная, д.11",1,МКД,"г. Жуковский, ул. Молодежная",
85010,"Раменский р-н, г. Раменское, ул. Молодежная, д.16",1,МКД,"г. Жуковский, ул. Молодежная",
86595,"Раменский р-н, г. Раменское, ул. Молодежная, д.18",1,МКД,"г. Жуковский, ул. Молодежная",
90605,"Раменский р-н, г. Раменское, ул. Молодежная, д.26в",1,МКД,"г. Жуковский, ул. Молодежная",
78239,"Раменский р-н, г. Раменское, ул. Молодежная, д.30",1,МКД,"г. Жуковский, ул. Молодежная",
84397,"Раменский р-н, г. Раменское, ул. Молодежная, д.4",1,МКД,"г. Жуковский, ул. Молодежная",
87683,"Раменский р-н, г. Раменское, ул. Молодежная, д.8",1,МКД,"г. Жуковский, ул. Молодежная",
86710,"Раменский р-н, г. Раменское, ул. Молодежная, д.9",1,МКД,"г. Жуковский, ул. Молодежная",
79285,"Раменский р-н, г. Раменское, ул. Московская, д.56а",1,МКД,"г. Жуковский, ул. Московская",
88260,"Раменский р-н, г. Раменское, ул. Народная, д.5",1,МКД,"Раменский г.о., г. Раменское, ул. Народная",
84163,"Раменский р-н, г. Раменское, ул. Нефтегазосъемка, д.15",1,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",
82030,"Раменский р-н, г. Раменское, ул. Нефтегазосъемка, д.16",1,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",
84017,"Раменский р-н, г. Раменское, ул. Нефтегазосъемка, д.4",1,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",
86874,"Раменский р-н, г. Раменское, ул. Нефтегазосъемка, д.7",1,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",
79329,"Раменский р-н, г. Раменское, ул. Нефтегазосъемка, д.9",1,МКД,"Раменский г.о., г. Раменское, ул. Нефтегазосъемка",
83129,"Раменский р-н, г. Раменское, ул. Новостройки, д.11",1,МКД,"Раменский г.о., г. Раменское, ул. Новостройки",
85545,"Раменский р-н, г. Раменское, ул. Новостройки, д.9",1,МКД,"Раменский г.о., г. Раменское, ул. Новостройки",
86394,"Раменский р-н, г. Раменское, ул. Ногина, д.6",1,МКД,"Раменский г.о., г. Раменское, ул. Ногина",
76453,"Раменский р-н, г. Раменское, ул. Октябрьская, д.36",1,МКД,"Раменский г.о., г. Раменское, ул. Октябрьская",
88413,"Раменский р-н, г. Раменское, ул. Пограничная, д.1 стр.Б",1,МКД,"Раменский г.о., г. Раменское, ул. Пограничная",
86582,"Раменский р-н, г. Раменское, ул. Полевая, д.55",1,МКД,"Раменский г.о., г. Раменское, ул. Полевая",
87355,"Раменский р-н, г. Раменское, ул. Приборостроителей, д.16",1,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",
85194,"Раменский р-н, г. Раменское, ул. Приборостроителей, д.16а",1,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",
85091,"Раменский р-н, г. Раменское, ул. Приборостроителей, д.2",1,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",
85215,"Раменский р-н, г. Раменское, ул. Приборостроителей, д.21",1,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",
84540,"Раменский р-н, г. Раменское, ул. Приборостроителей, д.3",1,МКД,"Раменский г.о., г. Раменское, ул. Приборостроителей",
87338,"Раменский р-н, г. Раменское, ул. Рабочая, д.10",1,МКД,"Раменский г.о., г. Раменское, ул. Рабочая",
87835,"Раменский р-н, г. Раменское, ул. Рабочая, д.12",1,МКД,"Раменский г.о., г. Раменское, ул. Рабочая",
87418,"Раменский р-н, г. Раменское, ул. Рабочая, д.18",1,МКД,"Раменский г.о., г. Раменское, ул. Рабочая",
